issue,date,front01,front02,front03,front04,front05,back01,back02
14114,2014-04-28,2,3,11,20,30,3,9
14115,2014-05-01,3,5,10,20,26,7,9
14116,2014-05-03,1,2,5,20,33,1,5
14117,2014-05-05,5,7,14,16,34,10,12
14118,2014-05-08,8,9,11,28,31,5,12
14119,2014-05-10,1,2,8,10,14,8,9
14120,2014-05-12,1,9,13,31,34,1,9
14121,2014-05-15,7,12,19,22,23,2,11
14122,2014-05-17,2,14,20,27,30,3,6
14123,2014-05-19,6,8,9,23,26,2,7
14124,2014-05-21,1,8,14,19,34,2,7
14125,2014-05-24,3,4,12,25,31,10,11
14126,2014-05-26,3,6,15,19,23,2,4
14127,2014-05-28,4,19,23,26,27,6,9
14128,2014-05-31,2,19,20,22,34,5,8
14129,2014-06-02,2,12,16,32,33,4,9
14130,2014-06-04,4,15,19,29,32,1,12
14131,2014-06-07,2,10,13,14,34,9,10
14132,2014-06-09,4,6,12,17,31,6,7
14133,2014-06-11,4,6,11,24,34,6,9
14134,2014-06-13,7,11,13,28,29,6,10
14135,2014-06-16,6,8,13,27,30,2,6
14136,2014-06-18,10,12,16,20,26,8,9
14137,2014-06-20,2,3,7,15,22,3,10
14138,2014-06-23,1,7,19,30,31,5,8
14139,2014-06-25,1,9,12,13,17,3,8
14140,2014-06-27,4,17,27,29,34,8,9
14141,2014-06-30,9,10,12,22,30,8,10
14142,2014-07-02,3,19,28,32,33,9,10
14143,2014-07-04,10,11,14,31,32,6,8
14144,2014-07-06,9,21,22,24,35,1,11
14145,2014-07-09,9,17,20,27,35,3,4
14146,2014-07-11,7,11,12,21,27,4,11
14147,2014-07-13,7,20,30,31,32,3,11
14148,2014-07-16,8,22,23,27,35,1,5
14149,2014-07-18,1,10,22,30,34,6,8
14150,2014-07-20,1,2,21,30,34,1,8
15001,2014-07-23,17,26,29,31,33,8,9
15002,2014-07-25,5,12,18,32,35,1,9
15003,2014-07-27,9,13,16,24,26,5,8
15004,2014-07-29,4,15,20,24,32,2,6
15005,2014-08-01,2,3,19,20,35,4,6
15006,2014-08-03,18,21,28,31,32,4,12
15007,2014-08-05,7,14,24,27,35,5,6
15008,2014-08-08,1,2,23,32,34,6,7
15009,2014-08-10,2,7,11,24,28,4,5
15010,2014-08-12,2,19,22,25,32,5,7
15011,2014-08-15,7,15,21,27,33,3,10
15012,2014-08-17,13,17,20,29,33,3,4
15013,2014-08-19,7,9,28,30,34,5,7
15014,2014-08-21,5,9,23,30,34,1,9
15015,2014-08-24,2,11,27,29,35,3,11
15016,2014-08-26,2,3,9,28,31,5,7
15017,2014-08-28,11,23,24,29,31,1,5
15018,2014-08-31,1,8,22,29,31,5,9
15019,2014-09-02,4,6,16,26,31,7,11
15020,2014-09-04,3,7,12,21,23,5,10
15021,2014-09-07,13,15,20,26,34,3,5
15022,2014-09-09,6,11,13,16,30,10,11
15023,2014-09-11,1,16,19,28,35,6,11
15024,2014-09-13,1,10,17,24,33,10,11
15025,2014-09-16,1,6,7,14,29,1,9
15026,2014-09-18,1,19,23,27,33,4,8
15027,2014-09-20,7,18,27,28,32,10,12
15028,2014-09-23,1,14,24,31,34,7,12
15029,2014-09-25,16,17,19,28,35,6,10
15030,2014-09-27,4,8,11,20,35,2,3
15031,2014-09-30,4,11,22,30,34,8,12
15032,2014-10-02,1,10,24,25,33,2,12
15033,2014-10-04,3,20,30,31,33,11,12
15034,2014-10-06,12,15,26,27,29,1,12
15035,2014-10-09,3,8,14,15,20,1,6
15036,2014-10-11,7,19,27,28,35,6,8
15037,2014-10-13,15,23,27,28,31,3,5
15038,2014-10-16,11,15,17,22,35,2,11
15039,2014-10-18,2,3,20,27,33,1,9
15040,2014-10-20,3,6,8,14,15,5,6
15041,2014-10-23,21,22,24,27,31,1,8
15042,2014-10-25,5,11,22,25,28,1,11
15043,2014-10-27,4,12,20,31,33,1,12
15044,2014-10-29,4,9,15,21,29,3,9
15045,2014-11-01,13,14,27,28,32,9,12
15046,2014-11-03,11,18,29,30,32,3,4
15047,2014-11-05,11,20,30,33,35,4,12
15048,2014-11-08,14,20,21,22,27,8,11
15049,2014-11-10,6,20,23,24,25,1,11
15050,2014-11-12,4,8,10,18,19,3,5
15051,2014-11-15,2,12,18,19,27,5,9
15052,2014-11-17,7,21,22,25,35,6,8
15053,2014-11-19,1,7,12,13,17,6,8
15054,2014-11-21,3,14,16,20,26,1,12
15055,2014-11-24,4,17,31,32,34,1,5
15056,2014-11-26,5,13,16,19,25,1,11
15057,2014-11-28,5,6,16,22,31,5,7
15058,2014-12-01,7,11,12,19,31,1,5
15059,2014-12-03,9,18,25,27,35,2,10
15060,2014-12-05,7,9,13,15,25,8,11
15061,2014-12-08,8,15,25,31,34,2,10
15062,2014-12-10,9,11,25,30,31,2,4
15063,2014-12-12,7,16,18,22,23,4,11
15064,2014-12-14,4,18,26,29,30,8,9
15065,2014-12-17,3,13,25,29,30,5,8
15066,2014-12-19,5,7,25,27,35,6,7
15067,2014-12-21,9,10,15,21,33,1,8
15068,2014-12-24,5,7,11,17,23,1,10
15069,2014-12-26,12,16,20,23,35,3,4
15070,2014-12-28,6,7,14,23,27,11,12
15071,2014-12-31,13,26,27,31,32,2,3
15072,2015-01-02,13,19,22,26,32,8,11
15073,2015-01-04,2,4,13,24,28,7,9
15074,2015-01-06,3,12,24,31,32,6,7
15075,2015-01-09,1,9,30,32,35,2,5
15076,2015-01-11,4,15,22,28,33,10,11
15077,2015-01-13,1,2,16,17,18,3,5
15078,2015-01-16,7,11,23,27,28,2,12
15079,2015-01-18,2,4,13,21,24,5,7
15080,2015-01-20,2,8,21,23,30,3,5
15081,2015-01-23,5,9,28,30,31,7,8
15082,2015-01-25,3,9,15,18,35,8,12
15083,2015-01-27,12,18,20,24,33,3,4
15084,2015-01-29,12,18,20,27,30,1,8
15085,2015-02-01,1,10,17,22,23,1,11
15086,2015-02-03,2,3,7,16,24,4,7
15087,2015-02-05,4,18,19,20,28,3,10
15088,2015-02-08,9,17,30,32,33,2,6
15089,2015-02-10,5,17,18,22,28,11,12
15090,2015-02-12,2,3,12,13,26,5,10
15091,2015-02-15,2,4,12,16,27,1,7
15092,2015-02-17,6,16,22,33,35,2,9
15093,2015-02-19,2,5,20,21,25,2,6
15094,2015-02-21,2,8,20,27,34,1,12
15095,2015-02-24,8,13,16,30,32,2,4
15096,2015-02-26,3,10,12,26,30,10,11
15097,2015-02-28,2,5,8,18,34,4,5
15098,2015-03-03,2,15,16,28,35,7,10
15099,2015-03-05,7,12,19,20,26,3,11
15100,2015-03-07,5,8,26,28,29,7,12
15101,2015-03-10,3,9,17,22,23,2,6
15102,2015-03-12,9,24,26,31,33,5,9
15103,2015-03-14,7,19,22,28,34,5,9
15104,2015-03-16,10,15,18,25,30,1,8
15105,2015-03-19,9,10,27,28,35,4,7
15106,2015-03-21,7,17,18,25,34,7,11
15107,2015-03-23,2,3,7,28,35,10,12
15108,2015-03-26,13,18,24,29,34,4,11
15109,2015-03-28,3,5,17,27,29,2,5
15110,2015-03-30,3,8,24,25,31,4,10
15111,2015-04-02,2,3,4,14,19,5,8
15112,2015-04-04,1,15,25,27,35,4,10
15113,2015-04-06,12,13,21,24,35,2,5
15114,2015-04-08,2,16,17,19,33,8,9
15115,2015-04-11,5,12,14,16,21,6,12
15116,2015-04-13,12,15,21,23,34,1,8
15117,2015-04-15,4,15,27,30,31,6,12
15118,2015-04-18,11,13,29,30,31,4,7
15119,2015-04-20,1,17,29,33,34,8,12
15120,2015-04-22,1,6,20,23,28,2,9
15121,2015-04-25,4,25,28,31,35,6,12
15122,2015-04-27,6,7,22,23,35,6,9
15123,2015-04-29,2,4,6,20,25,1,9
15124,2015-05-01,6,17,18,30,33,3,7
15125,2015-05-04,13,15,18,25,30,3,9
15126,2015-05-06,5,11,18,30,32,1,4
15127,2015-05-08,2,3,17,25,35,1,11
15128,2015-05-11,2,14,16,27,34,5,9
15129,2015-05-13,2,10,11,14,33,6,11
15130,2015-05-15,11,15,26,28,33,3,11
15131,2015-05-18,7,12,14,17,30,2,5
15132,2015-05-20,8,10,12,17,24,2,9
15133,2015-05-22,2,5,25,30,32,7,12
15134,2015-05-24,1,2,4,14,33,10,12
15135,2015-05-27,4,7,15,19,29,2,5
15136,2015-05-29,6,10,26,27,31,8,10
15137,2015-05-31,11,12,16,25,29,2,11
15138,2015-06-03,4,10,18,19,35,5,12
15139,2015-06-05,2,3,5,15,18,1,2
15140,2015-06-07,6,11,16,28,29,1,5
15141,2015-06-10,9,12,22,25,33,5,11
15142,2015-06-12,9,12,18,25,31,7,12
15143,2015-06-14,2,12,21,24,33,7,9
15144,2015-06-16,1,7,17,23,35,6,11
15145,2015-06-19,8,17,23,30,32,1,10
15146,2015-06-21,1,9,12,19,22,2,4
15147,2015-06-23,2,8,27,28,30,2,8
15148,2015-06-26,5,13,19,30,31,5,9
15149,2015-06-28,5,8,12,27,30,6,7
15150,2015-06-30,1,2,12,16,22,5,6
16001,2015-07-03,4,11,12,20,34,2,6
16002,2015-07-05,11,12,16,25,32,4,7
16003,2015-07-07,4,8,22,23,34,1,9
16004,2015-07-09,4,7,17,22,24,4,6
16005,2015-07-12,6,11,13,23,35,1,5
16006,2015-07-14,2,6,10,17,30,3,10
16007,2015-07-16,10,18,24,25,28,6,10
16008,2015-07-19,1,21,24,29,34,2,12
16009,2015-07-21,4,6,8,13,17,9,12
16010,2015-07-23,3,14,16,24,26,1,7
16011,2015-07-26,17,19,20,28,29,4,6
16012,2015-07-28,3,4,16,18,23,1,3
16013,2015-07-30,11,12,13,23,25,2,9
16014,2015-08-01,3,5,19,31,35,4,11
16015,2015-08-04,6,7,9,13,22,2,6
16016,2015-08-06,4,6,18,26,29,4,12
16017,2015-08-08,6,11,16,23,35,4,12
16018,2015-08-11,5,16,24,27,28,9,11
16019,2015-08-13,3,6,7,19,28,7,11
16020,2015-08-15,10,14,18,19,23,8,12
16021,2015-08-18,4,5,10,25,29,1,12
16022,2015-08-20,3,7,11,25,32,3,9
16023,2015-08-22,2,3,16,18,24,1,6
16024,2015-08-24,8,11,28,31,33,6,10
16025,2015-08-27,3,9,11,20,29,3,12
16026,2015-08-29,3,7,27,28,31,2,9
16027,2015-08-31,5,6,11,18,34,1,2
16028,2015-09-03,2,16,23,29,31,1,12
16029,2015-09-05,6,10,29,30,34,1,7
16030,2015-09-07,2,20,21,26,29,5,7
16031,2015-09-10,9,18,20,22,34,2,12
16032,2015-09-12,2,3,4,10,14,3,4
16033,2015-09-14,2,7,10,12,22,1,10
16034,2015-09-16,19,22,27,33,34,4,8
16035,2015-09-19,12,17,25,27,32,2,12
16036,2015-09-21,2,5,8,22,26,5,10
16037,2015-09-23,12,18,24,30,33,6,12
16038,2015-09-26,10,16,28,34,35,8,11
16039,2015-09-28,22,24,26,28,29,6,10
16040,2015-09-30,3,12,24,27,30,9,12
16041,2015-10-03,3,5,13,16,23,1,11
16042,2015-10-05,2,4,10,27,33,2,5
16043,2015-10-07,2,7,15,23,27,2,10
16044,2015-10-09,14,16,18,20,21,3,10
16045,2015-10-12,2,10,17,20,32,2,6
16046,2015-10-14,1,15,16,24,29,3,4
16047,2015-10-16,1,12,14,16,35,3,9
16048,2015-10-19,12,16,25,29,35,4,6
16049,2015-10-21,1,3,8,10,33,2,7
16050,2015-10-23,1,4,9,16,32,3,10
16051,2015-10-26,4,13,22,27,34,4,11
16052,2015-10-28,3,15,28,30,33,1,8
16053,2015-10-30,3,17,18,24,30,4,9
16054,2015-11-01,6,7,21,25,29,2,11
16055,2015-11-04,1,16,17,19,21,2,3
16056,2015-11-06,6,16,23,30,35,4,10
16057,2015-11-08,17,18,23,24,28,5,6
16058,2015-11-11,1,17,27,31,33,2,3
16059,2015-11-13,1,5,10,23,25,2,7
16060,2015-11-15,12,20,29,31,34,6,7
16061,2015-11-18,8,12,16,19,32,3,4
16062,2015-11-20,1,4,12,29,34,9,10
16063,2015-11-22,3,5,12,24,33,3,11
16064,2015-11-24,9,15,20,30,32,7,10
16065,2015-11-27,9,27,28,30,31,1,2
16066,2015-11-29,21,22,26,31,32,7,8
16067,2015-12-01,10,19,22,26,31,1,4
16068,2015-12-04,13,14,24,26,28,1,12
16069,2015-12-06,4,11,14,32,34,10,12
16070,2015-12-08,2,8,30,31,34,1,3
16071,2015-12-11,4,12,15,18,31,3,9
16072,2015-12-13,5,6,21,23,25,4,11
16073,2015-12-15,3,4,26,34,35,2,11
16074,2015-12-17,10,14,26,29,34,3,10
16075,2015-12-20,5,8,15,21,23,2,4
16076,2015-12-22,8,12,16,24,32,6,8
16077,2015-12-24,8,12,13,15,17,1,2
16078,2015-12-27,11,12,17,28,33,3,7
16079,2015-12-29,12,13,15,25,30,8,11
16080,2015-12-31,4,6,9,16,28,3,12
16081,2016-01-03,8,14,15,18,20,4,5
16082,2016-01-05,10,15,29,31,32,4,6
16083,2016-01-07,5,6,18,20,23,1,10
16084,2016-01-09,14,16,23,26,32,6,9
16085,2016-01-12,9,15,21,28,29,1,4
16086,2016-01-14,4,12,21,25,28,3,12
16087,2016-01-16,5,11,14,22,30,2,5
16088,2016-01-19,5,7,10,30,33,5,8
16089,2016-01-21,1,19,20,29,35,5,11
16090,2016-01-23,1,14,17,24,30,6,11
16091,2016-01-26,5,11,14,21,27,7,12
16092,2016-01-28,10,15,25,28,35,7,10
16093,2016-01-30,2,4,5,29,33,9,12
16094,2016-02-01,1,15,17,20,29,5,9
16095,2016-02-04,3,4,14,15,18,4,12
16096,2016-02-06,1,2,4,14,21,6,12
16097,2016-02-08,4,9,12,17,23,4,6
16098,2016-02-11,11,24,29,32,33,7,9
16099,2016-02-13,2,20,22,29,35,2,9
16100,2016-02-15,2,9,12,15,26,1,5
16101,2016-02-18,7,8,23,25,28,5,8
16102,2016-02-20,2,4,5,16,21,3,11
16103,2016-02-22,2,13,20,24,31,1,10
16104,2016-02-24,1,11,12,16,24,1,6
16105,2016-02-27,3,6,19,24,26,6,10
16106,2016-02-29,3,11,14,25,34,1,9
16107,2016-03-02,5,24,31,32,34,2,7
16108,2016-03-05,11,16,19,20,33,4,5
16109,2016-03-07,1,12,25,34,35,5,7
16110,2016-03-09,17,19,24,26,31,2,3
16111,2016-03-12,4,18,20,23,25,4,8
16112,2016-03-14,6,16,23,26,31,2,10
16113,2016-03-16,4,9,27,34,35,4,12
16114,2016-03-18,3,7,10,14,21,4,6
16115,2016-03-21,7,12,15,16,24,7,12
16116,2016-03-23,3,6,9,16,20,2,12
16117,2016-03-25,1,6,11,17,21,6,7
16118,2016-03-28,2,25,30,33,34,3,12
16119,2016-03-30,15,20,26,30,31,1,2
16120,2016-04-01,13,22,28,31,34,1,7
16121,2016-04-04,8,17,23,26,28,5,11
16122,2016-04-06,2,5,9,13,19,6,10
16123,2016-04-08,8,12,20,21,31,4,10
16124,2016-04-10,1,10,11,15,30,5,12
16125,2016-04-13,5,8,28,34,35,3,4
16126,2016-04-15,6,13,18,24,28,4,9
16127,2016-04-17,2,15,17,23,32,5,12
16128,2016-04-20,5,6,8,12,22,3,10
16129,2016-04-22,3,13,23,27,31,2,5
16130,2016-04-24,15,21,25,29,33,8,11
16131,2016-04-27,4,8,16,27,30,5,11
16132,2016-04-29,16,21,28,30,33,9,10
16133,2016-05-01,5,14,16,25,30,3,5
16134,2016-05-03,1,2,8,9,17,8,10
16135,2016-05-06,12,15,21,32,33,10,12
16136,2016-05-08,8,19,29,30,34,4,6
16137,2016-05-10,2,14,18,20,31,7,10
16138,2016-05-13,1,3,4,18,31,3,7
16139,2016-05-15,5,14,23,24,27,5,8
16140,2016-05-17,2,13,19,31,32,2,3
16141,2016-05-20,10,13,18,24,28,8,12
16142,2016-05-22,2,20,28,34,35,3,11
16143,2016-05-24,3,5,16,30,32,1,2
16144,2016-05-26,6,7,9,20,24,11,12
16145,2016-05-29,1,5,15,22,31,6,11
16146,2016-05-31,10,13,23,29,33,6,8
16147,2016-06-02,1,20,22,25,27,2,9
16148,2016-06-05,3,10,23,29,35,2,9
16149,2016-06-07,3,7,13,18,21,3,4
16150,2016-06-09,1,2,16,25,33,1,12
17001,2016-06-12,5,8,10,22,25,6,7
17002,2016-06-14,2,5,8,26,29,5,6
17003,2016-06-16,14,17,18,27,35,5,9
17004,2016-06-18,3,4,13,14,33,2,10
17005,2016-06-21,2,14,15,18,26,5,12
17006,2016-06-23,1,4,15,21,31,4,8
17007,2016-06-25,7,11,15,17,32,6,9
17008,2016-06-28,8,12,13,21,35,3,10
17009,2016-06-30,4,13,14,24,29,7,8
17010,2016-07-02,6,7,15,16,35,1,11
17011,2016-07-05,7,8,10,14,32,7,9
17012,2016-07-07,1,6,18,26,34,1,5
17013,2016-07-09,6,13,25,28,29,6,8
17014,2016-07-11,3,14,15,21,26,2,10
17015,2016-07-14,1,4,11,27,32,9,10
17016,2016-07-16,12,17,33,34,35,8,12
17017,2016-07-18,7,9,14,15,35,2,11
17018,2016-07-21,3,8,11,17,21,2,3
17019,2016-07-23,17,23,27,28,33,3,10
17020,2016-07-25,4,7,8,20,34,4,5
17021,2016-07-28,11,12,27,28,30,2,6
17022,2016-07-30,17,21,29,32,35,2,11
17023,2016-08-01,13,21,23,28,29,8,9
17024,2016-08-03,1,11,30,32,34,5,10
17025,2016-08-06,7,17,18,28,32,1,5
17026,2016-08-08,1,14,26,30,33,1,10
17027,2016-08-10,11,17,18,19,30,7,9
17028,2016-08-13,2,17,19,20,23,1,8
17029,2016-08-15,13,19,22,23,33,6,8
17030,2016-08-17,2,4,23,27,34,9,11
17031,2016-08-20,6,7,17,20,24,2,10
17032,2016-08-22,8,16,21,33,34,10,12
17033,2016-08-24,1,4,22,33,34,4,9
17034,2016-08-26,6,7,23,25,28,2,11
17035,2016-08-29,3,11,22,28,32,2,12
17036,2016-08-31,9,11,19,23,29,3,7
17037,2016-09-02,1,13,22,30,35,2,10
17038,2016-09-05,7,11,13,19,34,2,7
17039,2016-09-07,10,13,20,34,35,9,12
17040,2016-09-09,2,17,22,27,32,9,10
17041,2016-09-12,1,2,12,21,30,3,5
17042,2016-09-14,15,18,23,26,29,3,7
17043,2016-09-16,4,6,11,26,35,5,11
17044,2016-09-18,6,20,21,23,30,3,10
17045,2016-09-21,2,6,24,26,33,4,9
17046,2016-09-23,4,6,13,22,29,1,6
17047,2016-09-25,8,18,26,30,33,4,8
17048,2016-09-28,6,8,12,15,33,8,9
17049,2016-09-30,9,12,18,27,30,6,8
17050,2016-10-02,1,2,6,10,13,1,11
17051,2016-10-05,2,6,8,21,34,7,12
17052,2016-10-07,19,23,32,33,34,3,4
17053,2016-10-09,1,5,14,16,25,3,9
17054,2016-10-11,8,12,17,20,27,2,5
17055,2016-10-14,4,17,27,30,31,10,12
17056,2016-10-16,7,12,15,17,35,1,12
17057,2016-10-18,2,16,17,25,31,2,12
17058,2016-10-21,1,3,17,24,33,1,5
17059,2016-10-23,2,4,25,33,35,1,5
17060,2016-10-25,9,10,20,26,27,4,5
17061,2016-10-28,3,12,27,28,30,3,6
17062,2016-10-30,1,5,19,21,29,7,10
17063,2016-11-01,3,9,22,23,27,3,7
17064,2016-11-03,7,8,26,28,30,5,9
17065,2016-11-06,11,14,17,21,22,4,8
17066,2016-11-08,4,11,25,29,32,1,9
17067,2016-11-10,3,4,14,20,27,5,9
17068,2016-11-13,10,11,12,27,33,4,8
17069,2016-11-15,10,19,23,31,34,3,5
17070,2016-11-17,3,10,16,20,23,3,4
17071,2016-11-20,8,13,20,23,35,10,11
17072,2016-11-22,4,12,13,14,22,5,11
17073,2016-11-24,3,4,15,16,28,7,8
17074,2016-11-26,2,10,23,25,27,5,11
17075,2016-11-29,7,9,20,27,33,3,9
17076,2016-12-01,14,15,17,19,24,5,7
17077,2016-12-03,5,8,9,12,20,6,9
17078,2016-12-06,3,8,20,22,30,7,12
17079,2016-12-08,8,14,20,28,32,9,11
17080,2016-12-10,21,25,29,31,34,4,11
17081,2016-12-13,3,19,22,25,29,5,8
17082,2016-12-15,19,22,25,26,30,8,12
17083,2016-12-17,3,16,17,26,35,5,11
17084,2016-12-19,3,4,16,21,25,5,6
17085,2016-12-22,8,11,23,30,32,2,12
17086,2016-12-24,3,23,27,28,30,2,11
17087,2016-12-26,17,22,28,32,35,4,12
17088,2016-12-29,7,10,15,20,26,4,12
17089,2016-12-31,3,6,11,28,33,1,7
17090,2017-01-02,4,11,26,33,35,7,8
17091,2017-01-05,11,19,23,25,35,4,11
17092,2017-01-07,1,8,17,21,34,9,10
17093,2017-01-09,3,5,15,29,31,1,12
17094,2017-01-11,3,16,19,24,28,9,11
17095,2017-01-14,6,26,27,28,35,8,9
17096,2017-01-16,11,19,24,33,34,3,4
17097,2017-01-18,15,17,18,31,34,3,6
17098,2017-01-21,6,7,11,23,29,8,12
17099,2017-01-23,5,23,27,28,34,1,4
17100,2017-01-25,8,11,14,23,29,2,4
17101,2017-01-28,11,12,25,33,35,3,5
17102,2017-01-30,1,11,14,19,32,9,12
17103,2017-02-01,9,10,14,23,26,2,10
17104,2017-02-03,10,13,16,27,31,3,12
17105,2017-02-06,15,23,24,30,33,7,9
17106,2017-02-08,6,12,15,24,26,7,10
17107,2017-02-10,1,20,22,27,32,3,10
17108,2017-02-13,9,16,21,23,35,1,12
17109,2017-02-15,5,10,13,20,33,9,11
17110,2017-02-17,10,12,21,24,34,1,5
17111,2017-02-20,3,11,12,16,23,2,11
17112,2017-02-22,1,14,27,32,34,2,6
17113,2017-02-24,7,14,29,33,34,1,9
17114,2017-02-26,21,22,30,32,35,9,10
17115,2017-03-01,6,8,20,24,32,6,8
17116,2017-03-03,3,10,13,23,25,5,8
17117,2017-03-05,20,22,24,29,31,5,7
17118,2017-03-08,2,7,23,30,34,1,12
17119,2017-03-10,2,12,20,23,25,3,9
17120,2017-03-12,1,13,22,27,29,7,10
17121,2017-03-15,4,15,25,29,33,4,10
17122,2017-03-17,7,9,22,28,35,2,7
17123,2017-03-19,3,7,15,20,25,5,8
17124,2017-03-21,8,15,17,27,35,3,5
17125,2017-03-24,11,13,29,31,33,3,4
17126,2017-03-26,15,16,17,23,33,2,7
17127,2017-03-28,2,7,11,19,32,1,2
17128,2017-03-31,5,9,17,23,26,1,12
17129,2017-04-02,12,15,20,29,34,7,9
17130,2017-04-04,1,7,26,33,35,2,3
17131,2017-04-07,4,10,27,31,34,4,9
17132,2017-04-09,9,10,16,25,26,11,12
17133,2017-04-11,2,22,24,26,30,3,7
17134,2017-04-13,1,3,12,13,26,4,7
17135,2017-04-16,1,4,10,23,29,1,10
17136,2017-04-18,4,19,27,28,29,5,6
17137,2017-04-20,6,11,18,21,34,10,12
17138,2017-04-23,7,9,19,21,24,1,10
17139,2017-04-25,2,13,19,20,34,1,11
17140,2017-04-27,10,27,29,33,34,1,5
17141,2017-04-30,4,5,9,22,28,5,12
17142,2017-05-02,13,15,24,28,33,5,8
17143,2017-05-04,2,20,24,28,34,5,9
17144,2017-05-06,3,7,8,30,31,1,6
17145,2017-05-09,1,3,8,16,22,2,9
17146,2017-05-11,1,15,29,30,33,5,6
17147,2017-05-13,4,6,11,20,25,2,9
17148,2017-05-16,16,21,24,30,32,3,5
17149,2017-05-18,3,7,9,16,19,11,12
17150,2017-05-20,9,17,22,26,32,1,4
18001,2017-05-23,10,11,27,29,35,2,8
18002,2017-05-25,8,20,26,33,34,3,4
18003,2017-05-27,6,11,14,22,34,5,12
18004,2017-05-29,11,21,23,25,26,8,9
18005,2017-06-01,1,6,17,21,32,2,4
18006,2017-06-03,11,13,18,21,26,9,12
18007,2017-06-05,11,13,16,26,30,7,9
18008,2017-06-08,1,3,14,23,35,4,6
18009,2017-06-10,2,3,6,31,35,2,11
18010,2017-06-12,19,22,23,25,26,2,12
18011,2017-06-15,3,18,23,27,34,6,12
18012,2017-06-17,6,8,19,23,26,6,11
18013,2017-06-19,3,14,15,24,32,8,12
18014,2017-06-21,3,4,13,23,25,5,9
18015,2017-06-24,11,12,24,25,26,7,12
18016,2017-06-26,15,20,22,28,29,3,11
18017,2017-06-28,7,9,10,16,25,4,12
18018,2017-07-01,2,14,20,32,34,5,9
18019,2017-07-03,11,17,25,28,35,5,9
18020,2017-07-05,6,10,11,31,34,2,12
18021,2017-07-08,3,5,10,16,28,10,12
18022,2017-07-10,7,9,22,33,35,4,9
18023,2017-07-12,6,11,20,21,33,4,6
18024,2017-07-14,7,9,11,33,35,3,12
18025,2017-07-17,2,3,8,26,31,9,10
18026,2017-07-19,11,12,13,17,19,4,11
18027,2017-07-21,9,13,15,19,23,5,6
18028,2017-07-24,3,11,12,18,27,3,10
18029,2017-07-26,3,17,25,29,34,8,9
18030,2017-07-28,7,18,23,30,34,1,8
18031,2017-07-31,8,9,12,21,27,1,11
18032,2017-08-02,7,10,13,17,28,10,12
18033,2017-08-04,2,15,22,31,34,2,4
18034,2017-08-06,7,10,13,23,25,2,5
18035,2017-08-09,12,21,27,28,35,8,11
18036,2017-08-11,4,6,7,8,32,4,6
18037,2017-08-13,7,9,11,22,35,1,10
18038,2017-08-16,2,11,13,30,33,2,12
18039,2017-08-18,13,17,27,30,35,3,7
18040,2017-08-20,17,19,24,26,32,6,9
18041,2017-08-23,9,10,12,25,34,5,8
18042,2017-08-25,2,7,12,13,23,4,10
18043,2017-08-27,12,24,25,26,31,1,10
18044,2017-08-29,1,8,9,14,33,6,11
18045,2017-09-01,14,17,22,28,35,10,11
18046,2017-09-03,7,11,12,23,32,1,7
18047,2017-09-05,3,9,17,25,32,9,12
18048,2017-09-08,2,8,16,28,34,7,10
18049,2017-09-10,1,9,11,23,33,5,6
18050,2017-09-12,11,19,22,23,29,6,10
18051,2017-09-15,3,15,18,21,26,6,9
18052,2017-09-17,10,12,14,25,27,5,9
18053,2017-09-19,1,4,24,27,30,4,5
18054,2017-09-21,8,10,11,23,27,9,10
18055,2017-09-24,3,8,20,27,30,5,6
18056,2017-09-26,3,7,8,20,27,7,11
18057,2017-09-28,3,19,20,32,35,4,11
18058,2017-10-01,9,11,14,20,34,6,11
18059,2017-10-03,3,8,23,24,32,6,9
18060,2017-10-05,8,10,11,12,34,2,7
18061,2017-10-08,8,10,11,21,30,9,12
18062,2017-10-10,9,24,28,33,34,3,8
18063,2017-10-12,8,10,22,29,30,2,6
18064,2017-10-14,1,9,22,23,33,7,8
18065,2017-10-17,3,8,21,25,34,2,10
18066,2017-10-19,2,18,30,32,33,3,4
18067,2017-10-21,6,9,12,21,33,2,10
18068,2017-10-24,1,7,28,29,32,10,12
18069,2017-10-26,5,6,15,19,33,3,4
18070,2017-10-28,5,7,12,21,35,9,11
18071,2017-10-31,3,11,17,20,23,5,8
18072,2017-11-02,10,15,16,19,28,2,3
18073,2017-11-04,1,7,8,18,25,3,11
18074,2017-11-06,12,19,23,34,35,2,3
18075,2017-11-09,1,5,6,11,35,1,5
18076,2017-11-11,6,11,24,31,34,1,11
18077,2017-11-13,1,3,7,15,22,2,9
18078,2017-11-16,1,9,11,12,20,2,5
18079,2017-11-18,11,18,25,30,31,1,6
18080,2017-11-20,5,20,23,25,33,2,10
18081,2017-11-23,6,8,12,17,23,1,10
18082,2017-11-25,1,11,18,28,29,7,12
18083,2017-11-27,2,9,10,16,19,4,11
18084,2017-11-29,2,11,26,29,33,11,12
18085,2017-12-02,16,17,21,29,30,6,8
18086,2017-12-04,3,4,11,23,33,6,10
18087,2017-12-06,3,4,16,23,28,5,11
18088,2017-12-09,4,19,24,31,32,2,3
18089,2017-12-11,3,4,8,18,24,3,5
18090,2017-12-13,8,16,19,26,31,7,11
18091,2017-12-16,10,12,17,24,26,8,12
18092,2017-12-18,1,9,19,23,27,5,10
18093,2017-12-20,1,6,12,30,31,6,10
18094,2017-12-22,1,10,15,18,33,3,11
18095,2017-12-25,1,3,11,21,23,10,12
